UTC,swe,err
2021-01-21,0.23820851423688907,0.10995319199334046
2021-01-22,0.2456540755939484,0.11006786535864051
2021-01-29,0.19813903033671817,0.10933259773634303
2021-02-17,0.7106888815432932,0.11767592745173266
2021-02-18,0.7951826075756991,0.11912056630662919
2021-02-24,0.4815255966474774,0.1138516307054106
2021-03-04,0.32624488579153016,0.11134912859313455
