 Syracuse University
UTC, N1 [cph], N2 [cph], P1 [mb], Batt [V], H7 [%], P4 [mb], T7 [C], NMcounts, fbar, fhum, fsol, CR VWC, B/M,
2021-04-08 06:32:00, 5494, 2696, 0.0, 12.8, 40.0, 863.5, 8.0, 166.802, 0.951, 1.018, 0.953, 0.101, 0.4907, 2021-04-08 00:32:00
2021-04-08 05:32:00, 5335, 2687, 0.0, 12.8, 37.0, 863.4, 8.0, 167.174, 0.950, 1.016, 0.951, 0.125, 0.5037, 2021-04-07 23:32:00
2021-04-08 04:32:00, 5386, 2775, 0.0, 12.8, 37.0, 863.6, 7.0, 166.745, 0.952, 1.015, 0.953, 0.116, 0.5152, 2021-04-07 22:32:00
2021-04-08 03:32:00, 5501, 2762, 0.0, 12.9, 44.0, 863.8, 5.0, 165.948, 0.953, 1.016, 0.958, 0.097, 0.5021, 2021-04-07 21:32:00
2021-04-08 02:32:00, 5374, 2788, 0.0, 12.9, 43.0, 863.7, 5.0, 165.816, 0.953, 1.016, 0.959, 0.112, 0.5188, 2021-04-07 20:32:00
2021-04-08 01:32:00, 5451, 2753, 0.0, 13.1, 25.0, 863.6, 12.0, 165.671, 0.952, 1.014, 0.960, 0.103, 0.5050, 2021-04-07 19:32:00
2021-04-08 00:32:00, 5497, 2717, 0.0, 13.8, 15.0, 863.9, 17.0, 165.691, 0.954, 1.012, 0.960, 0.098, 0.4943, 2021-04-07 18:32:00
2021-04-07 23:32:00, 5519, 2815, 0.0, 13.8, 15.0, 864.3, 18.0, 165.515, 0.957, 1.012, 0.961, 0.093, 0.5101, 2021-04-07 17:32:00
2021-04-07 22:32:00, 5465, 2764, 0.0, 13.8, 11.0, 864.6, 19.0, 165.783, 0.959, 1.010, 0.959, 0.100, 0.5058, 2021-04-07 16:32:00
2021-04-07 21:32:00, 5526, 2705, 0.0, 13.8, 8.0, 865.2, 19.0, 165.621, 0.964, 1.007, 0.960, 0.091, 0.4895, 2021-04-07 15:32:00
2021-04-07 20:32:00, 5225, 2748, 0.0, 13.8, 11.0, 865.8, 19.0, 165.399, 0.968, 1.010, 0.961, 0.123, 0.5259, 2021-04-07 14:32:00
2021-04-07 19:32:00, 5302, 2663, 0.0, 13.8, 12.0, 866.5, 17.0, 165.601, 0.973, 1.009, 0.960, 0.111, 0.5023, 2021-04-07 13:32:00
2021-04-07 18:32:00, 5338, 2710, 0.0, 13.9, 14.0, 867.4, 15.0, 166.749, 0.980, 1.010, 0.953, 0.106, 0.5077, 2021-04-07 12:32:00
2021-04-07 17:32:00, 5307, 2732, 0.0, 13.9, 18.0, 867.9, 14.0, 167.195, 0.984, 1.012, 0.951, 0.107, 0.5148, 2021-04-07 11:32:00
2021-04-07 16:32:00, 5215, 2686, 0.0, 14.4, 19.0, 868.2, 14.0, 166.886, 0.986, 1.012, 0.953, 0.116, 0.5151, 2021-04-07 10:32:00
2021-04-07 15:32:00, 5322, 2657, 0.0, 14.6, 28.0, 868.5, 12.0, 168.304, 0.989, 1.016, 0.945, 0.103, 0.4992, 2021-04-07 09:32:00
2021-04-07 14:32:00, 5147, 2615, 0.0, 13.6, 70.0, 869.0, 2.0, 167.524, 0.992, 1.021, 0.949, 0.118, 0.5081, 2021-04-07 08:32:00
2021-04-07 13:32:00, 5079, 2621, 0.0, 12.8, 73.0, 868.9, 0.0, 167.136, 0.992, 1.019, 0.951, 0.127, 0.5160, 2021-04-07 07:32:00
2021-04-07 12:32:00, 5255, 2668, 0.0, 12.6, 73.0, 868.8, 0.0, 167.616, 0.991, 1.019, 0.948, 0.106, 0.5077, 2021-04-07 06:32:00
2021-04-07 11:32:00, 5349, 2586, 0.0, 12.6, 79.0, 869.0, -1.0, 167.387, 0.992, 1.019, 0.950, 0.093, 0.4835, 2021-04-07 05:32:00
2021-04-07 10:32:00, 5272, 2827, 0.0, 12.7, 69.0, 869.1, 1.0, 168.058, 0.993, 1.019, 0.946, 0.104, 0.5362, 2021-04-07 04:32:00
2021-04-07 09:32:00, 5277, 2699, 0.0, 12.7, 73.0, 869.2, 1.0, 168.554, 0.994, 1.020, 0.943, 0.104, 0.5115, 2021-04-07 03:32:00
2021-04-07 08:32:00, 5249, 2680, 0.0, 12.7, 78.0, 869.2, 0.0, 168.218, 0.994, 1.020, 0.945, 0.106, 0.5106, 2021-04-07 02:32:00
2021-04-07 07:32:00, 5099, 2696, 0.0, 12.7, 80.0, 869.6, 0.0, 167.364, 0.997, 1.021, 0.950, 0.120, 0.5287, 2021-04-07 01:32:00
2021-04-07 06:32:00, 5015, 2591, 0.0, 12.8, 78.0, 869.8, 0.0, 166.788, 0.998, 1.020, 0.953, 0.130, 0.5167, 2021-04-07 00:32:00
2021-04-07 05:32:00, 5106, 2642, 0.0, 12.8, 84.0, 870.1, 1.0, 167.765, 1.001, 1.024, 0.948, 0.116, 0.5174, 2021-04-06 23:32:00
2021-04-07 04:32:00, 5089, 2588, 0.0, 12.8, 85.0, 870.4, 2.0, 166.938, 1.003, 1.026, 0.952, 0.112, 0.5085, 2021-04-06 22:32:00
2021-04-07 03:32:00, 4998, 2519, 0.0, 12.9, 85.0, 870.2, 2.0, 166.247, 1.002, 1.026, 0.956, 0.123, 0.5040, 2021-04-06 21:32:00
2021-04-07 02:32:00, 5020, 2721, 0.0, 12.9, 79.0, 869.7, 4.0, 166.233, 0.998, 1.027, 0.956, 0.122, 0.5420, 2021-04-06 20:32:00
2021-04-07 01:32:00, 5030, 2573, 0.0, 14.1, 65.0, 869.5, 7.0, 166.204, 0.996, 1.027, 0.957, 0.121, 0.5115, 2021-04-06 19:32:00
2021-04-07 00:32:00, 5207, 2651, 0.0, 14.0, 57.0, 869.4, 9.0, 166.212, 0.995, 1.027, 0.957, 0.098, 0.5091, 2021-04-06 18:32:00
2021-04-06 23:32:00, 5120, 2622, 0.0, 14.0, 36.0, 869.3, 11.0, 166.715, 0.995, 1.019, 0.954, 0.117, 0.5121, 2021-04-06 17:32:00
2021-04-06 22:32:00, 5108, 2625, 0.0, 14.0, 37.0, 869.0, 11.0, 165.743, 0.992, 1.020, 0.959, 0.116, 0.5139, 2021-04-06 16:32:00
2021-04-06 21:32:00, 5104, 2612, 0.0, 14.0, 44.0, 869.2, 11.0, 167.258, 0.994, 1.024, 0.951, 0.119, 0.5118, 2021-04-06 15:32:00
2021-04-06 20:32:00, 5098, 2635, 0.0, 14.1, 50.0, 869.5, 10.0, 167.185, 0.996, 1.025, 0.951, 0.117, 0.5169, 2021-04-06 14:32:00
2021-04-06 19:32:00, 5021, 2679, 0.0, 14.1, 53.0, 869.5, 9.0, 166.724, 0.996, 1.025, 0.954, 0.126, 0.5336, 2021-04-06 13:32:00
2021-04-06 18:32:00, 5108, 2711, 0.0, 14.1, 55.0, 869.8, 8.0, 167.039, 0.998, 1.025, 0.952, 0.114, 0.5307, 2021-04-06 12:32:00
2021-04-06 17:32:00, 4994, 2615, 0.0, 14.6, 66.0, 869.9, 6.0, 167.257, 0.999, 1.026, 0.951, 0.130, 0.5236, 2021-04-06 11:32:00
2021-04-06 16:32:00, 5116, 2678, 0.0, 14.6, 71.0, 869.7, 5.0, 167.157, 0.998, 1.026, 0.951, 0.113, 0.5235, 2021-04-06 10:32:00
2021-04-06 15:32:00, 4947, 2628, 0.0, 13.9, 80.0, 869.5, 4.0, 167.422, 0.996, 1.027, 0.950, 0.139, 0.5312, 2021-04-06 09:32:00
2021-04-06 14:32:00, 5075, 2664, 0.0, 13.3, 95.0, 869.3, 1.0, 167.464, 0.995, 1.027, 0.949, 0.122, 0.5249, 2021-04-06 08:32:00
2021-04-06 13:32:00, 5232, 2667, 0.0, 12.7, 97.0, 868.8, 0.0, 167.478, 0.991, 1.025, 0.949, 0.104, 0.5097, 2021-04-06 07:32:00
2021-04-06 12:32:00, 5093, 2669, 0.0, 12.6, 99.0, 868.3, 0.0, 167.659, 0.987, 1.026, 0.948, 0.126, 0.5241, 2021-04-06 06:32:00
2021-04-06 11:32:00, 5170, 2680, 0.0, 12.6, 96.0, 867.5, 0.0, 168.045, 0.981, 1.025, 0.946, 0.122, 0.5184, 2021-04-06 05:32:00
2021-04-06 10:32:00, 5167, 2742, 0.0, 12.6, 99.0, 867.1, 0.0, 168.109, 0.978, 1.026, 0.946, 0.124, 0.5307, 2021-04-06 04:32:00
2021-04-06 09:32:00, 5045, 2686, 0.0, 12.6, 98.0, 866.8, 0.0, 167.744, 0.976, 1.026, 0.948, 0.142, 0.5324, 2021-04-06 03:32:00
2021-04-06 08:32:00, 5042, 2669, 0.0, 12.7, 99.0, 867.2, 0.0, 167.304, 0.979, 1.026, 0.950, 0.139, 0.5294, 2021-04-06 02:32:00
2021-04-06 07:32:00, 4980, 2701, 0.0, 12.7, 98.0, 867.1, 0.0, 167.772, 0.978, 1.026, 0.948, 0.151, 0.5424, 2021-04-06 01:32:00
2021-04-06 06:32:00, 5168, 2626, 0.0, 12.7, 99.0, 867.0, 0.0, 167.634, 0.977, 1.026, 0.948, 0.123, 0.5081, 2021-04-06 00:32:00
2021-04-06 05:32:00, 5201, 2733, 0.0, 12.8, 99.0, 867.3, 0.0, 168.120, 0.979, 1.026, 0.946, 0.119, 0.5255, 2021-04-05 23:32:00
2021-04-06 04:32:00, 5073, 2743, 0.0, 12.8, 98.0, 867.5, 1.0, 167.329, 0.981, 1.027, 0.950, 0.132, 0.5407, 2021-04-05 22:32:00
2021-04-06 03:32:00, 5045, 2674, 0.0, 12.8, 98.0, 867.8, 1.0, 167.220, 0.983, 1.027, 0.951, 0.133, 0.5300, 2021-04-05 21:32:00
2021-04-06 02:32:00, 5029, 2657, 0.0, 12.8, 94.0, 867.4, 2.0, 166.884, 0.980, 1.028, 0.953, 0.136, 0.5283, 2021-04-05 20:32:00
2021-04-06 01:32:00, 5186, 2731, 0.0, 13.0, 95.0, 867.3, 2.0, 166.511, 0.979, 1.029, 0.955, 0.112, 0.5266, 2021-04-05 19:32:00
2021-04-06 00:32:00, 5055, 2759, 0.0, 13.2, 93.0, 867.3, 2.0, 166.065, 0.979, 1.028, 0.957, 0.130, 0.5458, 2021-04-05 18:32:00
2021-04-05 23:32:00, 5102, 2696, 0.0, 14.3, 93.0, 867.3, 2.0, 165.503, 0.979, 1.028, 0.961, 0.120, 0.5284, 2021-04-05 17:32:00
2021-04-05 22:32:00, 5095, 2744, 0.0, 14.3, 94.0, 867.3, 2.0, 165.134, 0.979, 1.028, 0.963, 0.119, 0.5386, 2021-04-05 16:32:00
2021-04-05 21:32:00, 5039, 2746, 0.0, 14.3, 96.0, 867.6, 2.0, 165.897, 0.982, 1.029, 0.958, 0.128, 0.5449, 2021-04-05 15:32:00
2021-04-05 20:32:00, 5058, 2791, 0.0, 14.3, 98.0, 867.6, 1.0, 166.093, 0.982, 1.027, 0.957, 0.128, 0.5518, 2021-04-05 14:32:00
2021-04-05 19:32:00, 5175, 2705, 0.0, 14.3, 99.0, 868.1, 0.0, 166.490, 0.985, 1.026, 0.955, 0.111, 0.5227, 2021-04-05 13:32:00
2021-04-05 18:32:00, 5199, 2807, 0.0, 14.3, 99.0, 868.3, 0.0, 167.045, 0.987, 1.026, 0.952, 0.109, 0.5399, 2021-04-05 12:32:00
2021-04-05 17:32:00, 5223, 2799, 0.0, 14.7, 99.0, 868.6, 0.0, 167.361, 0.989, 1.026, 0.950, 0.106, 0.5359, 2021-04-05 11:32:00
2021-04-05 16:32:00, 5174, 2751, 0.0, 14.7, 99.0, 868.7, 0.0, 166.597, 0.990, 1.026, 0.954, 0.109, 0.5317, 2021-04-05 10:32:00
2021-04-05 15:32:00, 5147, 2739, 0.0, 14.7, 100.0, 868.9, 0.0, 167.564, 0.992, 1.026, 0.949, 0.114, 0.5322, 2021-04-05 09:32:00
2021-04-05 14:32:00, 5260, 2719, 0.0, 12.9, 100.0, 868.7, 0.0, 168.749, 0.990, 1.026, 0.942, 0.106, 0.5169, 2021-04-05 08:32:00
2021-04-05 13:32:00, 5369, 2712, 0.0, 12.7, 99.0, 868.3, 0.0, 168.719, 0.987, 1.026, 0.942, 0.094, 0.5051, 2021-04-05 07:32:00
2021-04-05 12:32:00, 5404, 2551, 0.0, 12.6, 97.0, 868.1, 0.0, 168.007, 0.985, 1.025, 0.946, 0.090, 0.4721, 2021-04-05 06:32:00
2021-04-05 11:32:00, 5350, 2568, 0.0, 12.6, 92.0, 868.0, 0.0, 168.148, 0.985, 1.024, 0.945, 0.097, 0.4800, 2021-04-05 05:32:00
2021-04-05 10:32:00, 5299, 2555, 0.0, 12.7, 86.0, 868.3, 1.0, 166.689, 0.987, 1.024, 0.954, 0.096, 0.4822, 2021-04-05 04:32:00
2021-04-05 09:32:00, 5366, 2593, 0.0, 12.7, 78.0, 867.7, 1.0, 167.182, 0.982, 1.022, 0.951, 0.094, 0.4832, 2021-04-05 03:32:00
2021-04-05 08:32:00, 5479, 2721, 0.0, 12.7, 71.0, 867.3, 2.0, 167.522, 0.979, 1.021, 0.949, 0.085, 0.4966, 2021-04-05 02:32:00
2021-04-05 07:32:00, 5331, 2576, 0.0, 12.7, 59.0, 867.1, 6.0, 168.379, 0.978, 1.023, 0.944, 0.106, 0.4832, 2021-04-05 01:32:00
2021-04-05 06:32:00, 5486, 2637, 0.0, 12.8, 51.0, 867.0, 7.0, 167.400, 0.977, 1.021, 0.950, 0.085, 0.4807, 2021-04-05 00:32:00
2021-04-05 05:32:00, 5433, 2700, 0.0, 12.8, 44.0, 866.4, 8.0, 167.767, 0.973, 1.020, 0.948, 0.096, 0.4970, 2021-04-04 23:32:00
2021-04-05 04:32:00, 5464, 2688, 0.0, 12.8, 34.0, 866.7, 10.0, 168.008, 0.975, 1.017, 0.946, 0.094, 0.4919, 2021-04-04 22:32:00
2021-04-05 03:32:00, 5633, 2720, 0.0, 12.8, 36.0, 866.8, 10.0, 167.224, 0.976, 1.018, 0.951, 0.071, 0.4829, 2021-04-04 21:32:00
2021-04-05 02:32:00, 5422, 2726, 0.0, 12.9, 26.0, 865.8, 12.0, 167.461, 0.968, 1.015, 0.949, 0.103, 0.5028, 2021-04-04 20:32:00
2021-04-05 01:32:00, 5401, 2651, 0.0, 12.9, 21.0, 865.1, 14.0, 167.741, 0.963, 1.014, 0.948, 0.110, 0.4908, 2021-04-04 19:32:00
2021-04-05 00:32:00, 5483, 2724, 0.0, 13.8, 18.0, 865.4, 16.0, 166.863, 0.965, 1.013, 0.953, 0.096, 0.4968, 2021-04-04 18:32:00
2021-04-04 23:32:00, 5648, 2675, 0.0, 13.8, 17.0, 865.6, 17.0, 167.290, 0.967, 1.013, 0.950, 0.078, 0.4736, 2021-04-04 17:32:00
2021-04-04 22:32:00, 5485, 2695, 0.0, 13.8, 15.0, 865.6, 19.0, 167.050, 0.967, 1.013, 0.952, 0.095, 0.4913, 2021-04-04 16:32:00
2021-04-04 21:32:00, 5595, 2692, 0.0, 13.7, 13.0, 866.1, 20.0, 167.440, 0.970, 1.012, 0.949, 0.083, 0.4811, 2021-04-04 15:32:00
2021-04-04 20:32:00, 5479, 2689, 0.0, 13.8, 15.0, 866.6, 20.0, 167.351, 0.974, 1.014, 0.950, 0.092, 0.4908, 2021-04-04 14:32:00
2021-04-04 19:32:00, 5447, 2691, 0.0, 13.8, 15.0, 867.1, 19.0, 167.546, 0.978, 1.013, 0.949, 0.094, 0.4940, 2021-04-04 13:32:00
2021-04-04 18:32:00, 5294, 2739, 0.0, 13.8, 16.0, 867.6, 19.0, 168.053, 0.982, 1.014, 0.946, 0.112, 0.5174, 2021-04-04 12:32:00
2021-04-04 17:32:00, 5422, 2561, 0.0, 14.2, 16.0, 868.3, 18.0, 167.919, 0.987, 1.013, 0.947, 0.093, 0.4723, 2021-04-04 11:32:00
2021-04-04 16:32:00, 5401, 2660, 0.0, 14.4, 22.0, 869.0, 16.0, 168.127, 0.992, 1.016, 0.946, 0.091, 0.4925, 2021-04-04 10:32:00
2021-04-04 15:32:00, 5404, 2626, 0.0, 13.9, 26.0, 869.5, 14.0, 167.795, 0.996, 1.017, 0.947, 0.087, 0.4859, 2021-04-04 09:32:00
2021-04-04 14:32:00, 5247, 2586, 0.0, 13.3, 32.0, 869.5, 10.0, 168.408, 0.996, 1.016, 0.944, 0.109, 0.4929, 2021-04-04 08:32:00
2021-04-04 13:32:00, 5398, 2483, 0.0, 12.7, 41.0, 869.5, 7.0, 168.865, 0.996, 1.017, 0.941, 0.092, 0.4600, 2021-04-04 07:32:00
2021-04-04 12:32:00, 5314, 2589, 0.0, 12.6, 40.0, 869.7, 7.0, 168.695, 0.998, 1.017, 0.942, 0.100, 0.4872, 2021-04-04 06:32:00
2021-04-04 11:32:00, 5313, 2605, 0.0, 12.7, 40.0, 870.0, 7.0, 168.320, 1.000, 1.017, 0.945, 0.096, 0.4903, 2021-04-04 05:32:00
2021-04-04 10:32:00, 5264, 2582, 0.0, 12.7, 41.0, 870.1, 7.0, 169.617, 1.001, 1.017, 0.937, 0.107, 0.4905, 2021-04-04 04:32:00
2021-04-04 09:32:00, 5285, 2554, 0.0, 12.7, 47.0, 870.4, 5.0, 168.564, 1.003, 1.017, 0.943, 0.099, 0.4833, 2021-04-04 03:32:00
2021-04-04 08:32:00, 5224, 2457, 0.0, 12.7, 50.0, 870.7, 4.0, 169.117, 1.005, 1.017, 0.940, 0.108, 0.4703, 2021-04-04 02:32:00
2021-04-04 07:32:00, 5175, 2628, 0.0, 12.7, 47.0, 871.0, 5.0, 168.803, 1.008, 1.017, 0.942, 0.111, 0.5078, 2021-04-04 01:32:00
2021-04-04 06:32:00, 5392, 2500, 0.0, 12.8, 49.0, 871.2, 5.0, 168.690, 1.009, 1.018, 0.942, 0.083, 0.4636, 2021-04-04 00:32:00
2021-04-04 05:32:00, 5104, 2495, 0.0, 12.8, 47.0, 871.3, 5.0, 168.529, 1.010, 1.017, 0.943, 0.118, 0.4888, 2021-04-03 23:32:00
2021-04-04 04:32:00, 5264, 2572, 0.0, 12.8, 42.0, 871.8, 6.0, 168.305, 1.014, 1.016, 0.945, 0.094, 0.4886, 2021-04-03 22:32:00
2021-04-04 03:32:00, 5278, 2610, 0.0, 12.9, 35.0, 872.0, 9.0, 168.073, 1.016, 1.017, 0.946, 0.090, 0.4945, 2021-04-03 21:32:00
2021-04-04 02:32:00, 5078, 2627, 0.0, 12.9, 30.0, 871.7, 12.0, 167.665, 1.013, 1.017, 0.948, 0.116, 0.5173, 2021-04-03 20:32:00
2021-04-04 01:32:00, 5244, 2551, 0.0, 13.0, 23.0, 871.3, 13.0, 167.215, 1.010, 1.014, 0.951, 0.096, 0.4865, 2021-04-03 19:32:00
2021-04-04 00:32:00, 5228, 2644, 0.0, 13.8, 17.0, 870.8, 17.0, 168.175, 1.006, 1.013, 0.945, 0.106, 0.5057, 2021-04-03 18:32:00
2021-04-03 23:32:00, 5249, 2539, 0.0, 13.8, 15.0, 870.8, 19.0, 168.620, 1.006, 1.013, 0.943, 0.104, 0.4837, 2021-04-03 17:32:00
2021-04-03 22:32:00, 5428, 2556, 0.0, 13.7, 11.0, 871.1, 20.0, 167.921, 1.009, 1.010, 0.947, 0.080, 0.4709, 2021-04-03 16:32:00
2021-04-03 21:32:00, 5247, 2518, 0.0, 13.7, 12.0, 871.3, 20.0, 167.753, 1.010, 1.011, 0.948, 0.100, 0.4799, 2021-04-03 15:32:00
2021-04-03 20:32:00, 5195, 2538, 0.0, 13.8, 14.0, 871.5, 19.0, 168.678, 1.012, 1.012, 0.943, 0.108, 0.4885, 2021-04-03 14:32:00
2021-04-03 19:32:00, 5171, 2546, 0.0, 13.8, 16.0, 871.6, 19.0, 168.124, 1.012, 1.014, 0.946, 0.108, 0.4924, 2021-04-03 13:32:00
2021-04-03 18:32:00, 5156, 2511, 0.0, 13.8, 20.0, 872.1, 18.0, 167.992, 1.016, 1.017, 0.946, 0.105, 0.4870, 2021-04-03 12:32:00
2021-04-03 17:32:00, 5134, 2597, 0.0, 14.3, 20.0, 872.3, 17.0, 168.000, 1.018, 1.016, 0.946, 0.107, 0.5058, 2021-04-03 11:32:00
2021-04-03 16:32:00, 5225, 2584, 0.0, 14.4, 21.0, 872.6, 15.0, 168.296, 1.020, 1.015, 0.945, 0.096, 0.4945, 2021-04-03 10:32:00
2021-04-03 15:32:00, 5188, 2550, 0.0, 13.8, 24.0, 872.3, 13.0, 168.153, 1.018, 1.015, 0.945, 0.102, 0.4915, 2021-04-03 09:32:00
2021-04-03 14:32:00, 5170, 2506, 0.0, 13.2, 27.0, 872.4, 11.0, 168.529, 1.019, 1.015, 0.943, 0.105, 0.4847, 2021-04-03 08:32:00
2021-04-03 13:32:00, 5180, 2544, 0.0, 12.7, 33.0, 871.8, 8.0, 168.322, 1.014, 1.015, 0.945, 0.105, 0.4911, 2021-04-03 07:32:00
2021-04-03 12:32:00, 5060, 2536, 0.0, 12.6, 44.0, 871.6, 5.0, 168.346, 1.012, 1.016, 0.944, 0.123, 0.5012, 2021-04-03 06:32:00
2021-04-03 11:32:00, 5297, 2576, 0.0, 12.7, 44.0, 871.2, 5.0, 168.122, 1.009, 1.016, 0.946, 0.093, 0.4863, 2021-04-03 05:32:00
2021-04-03 10:32:00, 5136, 2469, 0.0, 12.7, 46.0, 871.0, 5.0, 168.562, 1.008, 1.017, 0.943, 0.115, 0.4807, 2021-04-03 04:32:00
2021-04-03 09:32:00, 5196, 2587, 0.0, 12.7, 42.0, 870.9, 6.0, 168.120, 1.007, 1.016, 0.946, 0.106, 0.4979, 2021-04-03 03:32:00
2021-04-03 08:32:00, 5325, 2550, 0.0, 12.7, 44.0, 870.8, 6.0, 167.752, 1.006, 1.017, 0.948, 0.089, 0.4789, 2021-04-03 02:32:00
2021-04-03 07:32:00, 5213, 2539, 0.0, 12.7, 38.0, 870.8, 8.0, 167.629, 1.006, 1.017, 0.948, 0.103, 0.4871, 2021-04-03 01:32:00
2021-04-03 06:32:00, 5203, 2596, 0.0, 12.8, 40.0, 870.6, 7.0, 167.314, 1.005, 1.017, 0.950, 0.103, 0.4989, 2021-04-03 00:32:00
2021-04-03 05:32:00, 5208, 2559, 0.0, 12.8, 44.0, 870.7, 5.0, 167.152, 1.005, 1.016, 0.951, 0.103, 0.4914, 2021-04-02 23:32:00
2021-04-03 04:32:00, 5212, 2573, 0.0, 12.8, 41.0, 870.2, 6.0, 167.476, 1.002, 1.016, 0.949, 0.106, 0.4937, 2021-04-02 22:32:00
2021-04-03 03:32:00, 5455, 2652, 0.0, 12.9, 33.0, 870.1, 8.0, 166.753, 1.001, 1.015, 0.953, 0.076, 0.4862, 2021-04-02 21:32:00
2021-04-03 02:32:00, 5339, 2613, 0.0, 12.9, 32.0, 869.7, 8.0, 166.965, 0.998, 1.014, 0.952, 0.092, 0.4894, 2021-04-02 20:32:00
2021-04-03 01:32:00, 5415, 2619, 0.0, 13.0, 21.0, 869.0, 13.0, 166.594, 0.992, 1.013, 0.954, 0.086, 0.4837, 2021-04-02 19:32:00
2021-04-03 00:32:00, 5472, 2701, 0.0, 13.8, 17.0, 868.8, 17.0, 166.818, 0.991, 1.013, 0.953, 0.081, 0.4936, 2021-04-02 18:32:00
2021-04-02 23:32:00, 5366, 2540, 0.0, 13.8, 14.0, 868.5, 19.0, 166.617, 0.989, 1.012, 0.954, 0.094, 0.4734, 2021-04-02 17:32:00
2021-04-02 22:32:00, 5377, 2617, 0.0, 13.8, 14.0, 868.5, 19.0, 166.628, 0.989, 1.012, 0.954, 0.093, 0.4867, 2021-04-02 16:32:00
2021-04-02 21:32:00, 5387, 2620, 0.0, 13.8, 12.0, 868.8, 19.0, 167.412, 0.991, 1.011, 0.950, 0.094, 0.4864, 2021-04-02 15:32:00
2021-04-02 20:32:00, 5341, 2643, 0.0, 13.8, 14.0, 869.0, 18.0, 167.382, 0.992, 1.012, 0.950, 0.098, 0.4949, 2021-04-02 14:32:00
2021-04-02 19:32:00, 5380, 2725, 0.0, 13.8, 14.0, 869.1, 17.0, 168.590, 0.993, 1.011, 0.943, 0.098, 0.5065, 2021-04-02 13:32:00
2021-04-02 18:32:00, 5462, 2592, 0.0, 13.8, 14.0, 869.4, 17.0, 169.144, 0.995, 1.011, 0.940, 0.089, 0.4746, 2021-04-02 12:32:00
2021-04-02 17:32:00, 5241, 2649, 0.0, 14.3, 21.0, 869.5, 16.0, 169.297, 0.996, 1.015, 0.939, 0.114, 0.5054, 2021-04-02 11:32:00
2021-04-02 16:32:00, 5214, 2689, 0.0, 14.4, 22.0, 869.3, 14.0, 169.121, 0.995, 1.014, 0.940, 0.118, 0.5157, 2021-04-02 10:32:00
2021-04-02 15:32:00, 5285, 2586, 0.0, 13.4, 33.0, 869.5, 10.0, 168.989, 0.996, 1.017, 0.941, 0.105, 0.4893, 2021-04-02 09:32:00
2021-04-02 14:32:00, 5242, 2643, 0.0, 13.0, 41.0, 869.2, 7.0, 168.664, 0.994, 1.017, 0.943, 0.111, 0.5042, 2021-04-02 08:32:00
2021-04-02 13:32:00, 5409, 2611, 0.0, 12.7, 45.0, 868.7, 4.0, 168.786, 0.990, 1.015, 0.942, 0.095, 0.4827, 2021-04-02 07:32:00
2021-04-02 12:32:00, 5465, 2653, 0.0, 12.6, 41.0, 867.4, 4.0, 168.257, 0.980, 1.014, 0.945, 0.093, 0.4855, 2021-04-02 06:32:00
2021-04-02 11:32:00, 5508, 2688, 0.0, 12.7, 43.0, 866.8, 3.0, 168.516, 0.976, 1.014, 0.943, 0.092, 0.4880, 2021-04-02 05:32:00
2021-04-02 10:32:00, 5466, 2736, 0.0, 12.7, 43.0, 866.4, 2.0, 168.551, 0.973, 1.013, 0.943, 0.100, 0.5005, 2021-04-02 04:32:00
2021-04-02 09:32:00, 5399, 2604, 0.0, 12.7, 41.0, 866.1, 3.0, 168.147, 0.970, 1.013, 0.945, 0.109, 0.4823, 2021-04-02 03:32:00
2021-04-02 08:32:00, 5441, 2799, 0.0, 12.7, 37.0, 866.1, 4.0, 168.741, 0.970, 1.013, 0.942, 0.105, 0.5144, 2021-04-02 02:32:00
2021-04-02 07:32:00, 5488, 2809, 0.0, 12.8, 31.0, 865.2, 6.0, 168.427, 0.964, 1.012, 0.944, 0.103, 0.5118, 2021-04-02 01:32:00
2021-04-02 06:32:00, 5484, 2686, 0.0, 12.8, 36.0, 864.9, 4.0, 167.558, 0.961, 1.012, 0.949, 0.102, 0.4898, 2021-04-02 00:32:00
2021-04-02 05:32:00, 5464, 2775, 0.0, 12.8, 34.0, 865.1, 5.0, 167.573, 0.963, 1.012, 0.949, 0.103, 0.5079, 2021-04-01 23:32:00
2021-04-02 04:32:00, 5694, 2686, 0.0, 12.8, 30.0, 864.4, 6.0, 168.614, 0.958, 1.012, 0.943, 0.084, 0.4717, 2021-04-01 22:32:00
2021-04-02 03:32:00, 5649, 2874, 0.0, 12.9, 28.0, 864.0, 6.0, 168.099, 0.955, 1.011, 0.946, 0.090, 0.5088, 2021-04-01 21:32:00
2021-04-02 02:32:00, 5699, 2709, 0.0, 12.9, 20.0, 863.2, 10.0, 168.661, 0.949, 1.010, 0.943, 0.091, 0.4753, 2021-04-01 20:32:00
2021-04-02 01:32:00, 5764, 2752, 0.0, 13.8, 14.0, 863.3, 14.0, 168.563, 0.950, 1.009, 0.943, 0.084, 0.4774, 2021-04-01 19:32:00
2021-04-02 00:32:00, 5704, 2772, 0.0, 13.8, 9.0, 863.5, 19.0, 168.239, 0.951, 1.008, 0.945, 0.089, 0.4860, 2021-04-01 18:32:00
2021-04-01 23:32:00, 5560, 2731, 0.0, 13.7, 7.0, 863.9, 21.0, 168.739, 0.954, 1.007, 0.942, 0.106, 0.4912, 2021-04-01 17:32:00
