 Syracuse University
UTC, N1 [cph], N2 [cph], P1 [mb], Batt [V], H7 [%], P4 [mb], T7 [C], NMcounts, fbar, fhum, fsol, CR VWC, B/M,
2021-06-01 18:04:00, 24, 14, 0.0, 14.1, 157.0, 876.2, -99.0, 165.490, 1.049, 1.000, 0.961, -0.527, 0.5833, 2021-06-01 12:04:00
2021-06-01 17:33:00, 4924, 2729, 0.0, 13.1, 157.0, 876.4, -99.0, 165.490, 1.051, 1.000, 0.961, 0.114, 0.5542, 2021-06-01 11:33:00
2021-06-01 16:33:00, 4808, 2573, 0.0, 14.1, 157.0, 876.5, -99.0, 165.490, 1.051, 1.000, 0.961, 0.131, 0.5351, 2021-06-01 10:33:00
2021-06-01 15:33:00, 4753, 2559, 0.0, 14.2, 157.0, 876.6, -99.0, 165.490, 1.052, 1.000, 0.961, 0.140, 0.5384, 2021-06-01 09:33:00
2021-06-01 14:33:00, 4778, 2595, 0.0, 14.3, 157.0, 876.8, -99.0, 165.490, 1.054, 1.000, 0.961, 0.134, 0.5431, 2021-06-01 08:33:00
2021-06-01 13:33:00, 4854, 2587, 0.0, 13.5, 157.0, 876.8, -99.0, 165.490, 1.054, 1.000, 0.961, 0.122, 0.5330, 2021-06-01 07:33:00
2021-06-01 12:33:00, 4836, 2644, 0.0, 12.9, 157.0, 876.8, -99.0, 165.490, 1.054, 1.000, 0.961, 0.125, 0.5467, 2021-06-01 06:33:00
2021-06-01 11:33:00, 4797, 2524, 0.0, 12.6, 157.0, 876.6, -99.0, 165.490, 1.052, 1.000, 0.961, 0.133, 0.5262, 2021-06-01 05:33:00
2021-06-01 10:33:00, 4833, 2541, 0.0, 12.7, 157.0, 876.6, -99.0, 165.490, 1.052, 1.000, 0.961, 0.127, 0.5258, 2021-06-01 04:33:00
2021-06-01 09:33:00, 4793, 2561, 0.0, 12.7, 157.0, 876.5, -99.0, 165.490, 1.051, 1.000, 0.961, 0.134, 0.5343, 2021-06-01 03:33:00
2021-06-01 08:33:00, 4722, 2583, 0.0, 12.7, 157.0, 876.5, -99.0, 165.490, 1.051, 1.000, 0.961, 0.146, 0.5470, 2021-06-01 02:33:00
2021-06-01 07:33:00, 4803, 2588, 0.0, 12.7, 157.0, 876.7, -99.0, 165.490, 1.053, 1.000, 0.961, 0.131, 0.5388, 2021-06-01 01:33:00
2021-06-01 06:33:00, 4886, 2626, 0.0, 12.8, 157.0, 876.8, -99.0, 165.490, 1.054, 1.000, 0.961, 0.118, 0.5375, 2021-06-01 00:33:00
2021-06-01 05:33:00, 4755, 2627, 0.0, 12.8, 157.0, 876.9, -99.0, 165.490, 1.055, 1.000, 0.961, 0.137, 0.5525, 2021-05-31 23:33:00
2021-06-01 04:33:00, 4755, 2637, 0.0, 12.8, 157.0, 876.6, -99.0, 165.490, 1.052, 1.000, 0.961, 0.139, 0.5546, 2021-05-31 22:33:00
2021-06-01 03:33:00, 4819, 2630, 0.0, 12.9, 157.0, 876.3, -99.0, 165.490, 1.050, 1.000, 0.961, 0.130, 0.5458, 2021-05-31 21:33:00
2021-06-01 02:33:00, 4768, 2607, 0.0, 13.0, 157.0, 875.8, -99.0, 165.490, 1.046, 1.000, 0.961, 0.142, 0.5468, 2021-05-31 20:33:00
2021-06-01 01:33:00, 4785, 2616, 0.0, 13.7, 157.0, 875.5, -99.0, 165.490, 1.043, 1.000, 0.961, 0.141, 0.5467, 2021-05-31 19:33:00
2021-06-01 00:33:00, 4915, 2589, 0.0, 13.7, 157.0, 875.2, -99.0, 165.490, 1.041, 1.000, 0.961, 0.122, 0.5268, 2021-05-31 18:33:00
2021-05-31 23:33:00, 4894, 2637, 0.0, 13.7, 157.0, 875.1, -99.0, 165.490, 1.040, 1.000, 0.961, 0.126, 0.5388, 2021-05-31 17:33:00
2021-05-31 22:33:00, 4819, 2672, 0.0, 13.7, 157.0, 874.7, -99.0, 165.490, 1.037, 1.000, 0.961, 0.140, 0.5545, 2021-05-31 16:33:00
2021-05-31 21:33:00, 5036, 2583, 0.0, 13.6, 157.0, 874.8, -99.0, 165.368, 1.038, 1.000, 0.961, 0.107, 0.5129, 2021-05-31 15:33:00
2021-05-31 20:33:00, 4920, 2675, 0.0, 13.7, 157.0, 874.6, -99.0, 165.065, 1.036, 1.000, 0.963, 0.124, 0.5437, 2021-05-31 14:33:00
2021-05-31 19:33:00, 4870, 2655, 0.0, 13.7, 157.0, 874.8, -99.0, 165.558, 1.038, 1.000, 0.960, 0.132, 0.5452, 2021-05-31 13:33:00
2021-05-31 18:33:00, 4948, 2597, 0.0, 13.7, 157.0, 874.9, -99.0, 165.271, 1.038, 1.000, 0.962, 0.119, 0.5249, 2021-05-31 12:33:00
2021-05-31 17:33:00, 4886, 2592, 0.0, 13.8, 157.0, 874.7, -99.0, 164.310, 1.037, 1.000, 0.968, 0.124, 0.5305, 2021-05-31 11:33:00
2021-05-31 16:33:00, 4841, 2732, 0.0, 14.2, 157.0, 875.2, -99.0, 164.774, 1.041, 1.000, 0.965, 0.130, 0.5643, 2021-05-31 10:33:00
2021-05-31 15:33:00, 4763, 2622, 0.0, 14.2, 157.0, 875.2, -99.0, 165.190, 1.041, 1.000, 0.962, 0.145, 0.5505, 2021-05-31 09:33:00
2021-05-31 14:33:00, 4875, 2598, 0.0, 14.4, 157.0, 875.3, -99.0, 165.387, 1.042, 1.000, 0.961, 0.128, 0.5329, 2021-05-31 08:33:00
2021-05-31 13:33:00, 4852, 2612, 0.0, 13.9, 157.0, 875.3, -99.0, 165.460, 1.042, 1.000, 0.961, 0.131, 0.5383, 2021-05-31 07:33:00
2021-05-31 12:33:00, 4826, 2599, 0.0, 13.0, 157.0, 875.3, -99.0, 165.453, 1.042, 1.000, 0.961, 0.135, 0.5385, 2021-05-31 06:33:00
2021-05-31 11:33:00, 4970, 2650, 0.0, 12.6, 157.0, 874.9, -99.0, 165.291, 1.038, 1.000, 0.962, 0.116, 0.5332, 2021-05-31 05:33:00
2021-05-31 10:33:00, 4913, 2679, 0.0, 12.7, 157.0, 875.0, -99.0, 165.675, 1.039, 1.000, 0.960, 0.125, 0.5453, 2021-05-31 04:33:00
2021-05-31 09:33:00, 4885, 2577, 0.0, 12.7, 157.0, 874.9, -99.0, 165.633, 1.038, 1.000, 0.960, 0.130, 0.5275, 2021-05-31 03:33:00
2021-05-31 08:33:00, 4861, 2755, 0.0, 12.7, 157.0, 875.1, -99.0, 165.689, 1.040, 1.000, 0.960, 0.132, 0.5668, 2021-05-31 02:33:00
2021-05-31 07:33:00, 5047, 2620, 0.0, 12.7, 157.0, 875.1, -99.0, 165.436, 1.040, 1.000, 0.961, 0.104, 0.5191, 2021-05-31 01:33:00
2021-05-31 06:33:00, 4864, 2582, 0.0, 12.8, 157.0, 875.3, -99.0, 165.308, 1.042, 1.000, 0.962, 0.128, 0.5308, 2021-05-31 00:33:00
2021-05-31 05:33:00, 4823, 2720, 0.0, 12.8, 157.0, 875.6, -99.0, 164.927, 1.044, 1.000, 0.964, 0.132, 0.5640, 2021-05-30 23:33:00
2021-05-31 04:33:00, 4809, 2578, 0.0, 12.8, 157.0, 875.8, -99.0, 165.005, 1.046, 1.000, 0.963, 0.133, 0.5361, 2021-05-30 22:33:00
2021-05-31 03:33:00, 4841, 2624, 0.0, 12.9, 157.0, 875.5, -99.0, 164.655, 1.043, 1.000, 0.966, 0.128, 0.5420, 2021-05-30 21:33:00
2021-05-31 02:33:00, 4853, 2572, 0.0, 13.0, 157.0, 875.3, -99.0, 164.699, 1.042, 1.000, 0.965, 0.128, 0.5300, 2021-05-30 20:33:00
2021-05-31 01:33:00, 4892, 2590, 0.0, 13.8, 157.0, 875.4, -99.0, 165.043, 1.042, 1.000, 0.963, 0.123, 0.5294, 2021-05-30 19:33:00
2021-05-31 00:33:00, 4796, 2615, 0.0, 13.8, 157.0, 875.3, -99.0, 164.818, 1.042, 1.000, 0.965, 0.137, 0.5452, 2021-05-30 18:33:00
2021-05-30 23:33:00, 4875, 2612, 0.0, 13.8, 157.0, 875.5, -99.0, 164.690, 1.043, 1.000, 0.965, 0.124, 0.5358, 2021-05-30 17:33:00
2021-05-30 22:33:00, 4902, 2641, 0.0, 13.7, 157.0, 875.6, -99.0, 164.690, 1.044, 1.000, 0.965, 0.119, 0.5388, 2021-05-30 16:33:00
2021-05-30 21:33:00, 4802, 2718, 0.0, 13.8, 157.0, 876.0, -99.0, 164.948, 1.047, 1.000, 0.964, 0.133, 0.5660, 2021-05-30 15:33:00
2021-05-30 20:33:00, 4665, 2584, 0.0, 13.8, 157.0, 876.2, -99.0, 164.815, 1.049, 1.000, 0.965, 0.154, 0.5539, 2021-05-30 14:33:00
2021-05-30 19:33:00, 4775, 2628, 0.0, 13.8, 157.0, 876.5, -99.0, 164.317, 1.051, 1.000, 0.968, 0.131, 0.5504, 2021-05-30 13:33:00
2021-05-30 18:33:00, 4832, 2625, 0.0, 13.8, 157.0, 876.8, -99.0, 164.805, 1.054, 1.000, 0.965, 0.123, 0.5433, 2021-05-30 12:33:00
2021-05-30 17:33:00, 4873, 2622, 0.0, 13.8, 157.0, 877.2, -99.0, 164.421, 1.057, 1.000, 0.967, 0.113, 0.5381, 2021-05-30 11:33:00
2021-05-30 16:33:00, 4631, 2675, 0.0, 14.3, 157.0, 877.1, -99.0, 164.411, 1.056, 1.000, 0.967, 0.153, 0.5776, 2021-05-30 10:33:00
2021-05-30 15:33:00, 4671, 2618, 0.0, 14.4, 157.0, 877.3, -99.0, 164.769, 1.058, 1.000, 0.965, 0.146, 0.5605, 2021-05-30 09:33:00
2021-05-30 14:33:00, 4801, 2628, 0.0, 14.5, 157.0, 877.2, -99.0, 164.291, 1.057, 1.000, 0.968, 0.123, 0.5474, 2021-05-30 08:33:00
2021-05-30 13:33:00, 4675, 2663, 0.0, 13.9, 157.0, 877.2, -99.0, 164.791, 1.057, 1.000, 0.965, 0.146, 0.5696, 2021-05-30 07:33:00
2021-05-30 12:33:00, 4853, 2577, 0.0, 13.1, 157.0, 877.0, -99.0, 164.270, 1.055, 1.000, 0.968, 0.117, 0.5310, 2021-05-30 06:33:00
2021-05-30 11:33:00, 4774, 2558, 0.0, 12.6, 157.0, 876.9, -99.0, 164.717, 1.055, 1.000, 0.965, 0.131, 0.5358, 2021-05-30 05:33:00
2021-05-30 10:33:00, 4655, 2661, 0.0, 12.6, 157.0, 876.7, -99.0, 164.565, 1.053, 1.000, 0.966, 0.151, 0.5716, 2021-05-30 04:33:00
2021-05-30 09:33:00, 4755, 2665, 0.0, 12.7, 157.0, 876.7, -99.0, 164.350, 1.053, 1.000, 0.967, 0.134, 0.5605, 2021-05-30 03:33:00
2021-05-30 08:33:00, 4657, 2628, 0.0, 12.7, 157.0, 876.8, -99.0, 164.681, 1.054, 1.000, 0.965, 0.151, 0.5643, 2021-05-30 02:33:00
2021-05-30 07:33:00, 4724, 2597, 0.0, 12.7, 157.0, 876.9, -99.0, 164.209, 1.055, 1.000, 0.968, 0.137, 0.5497, 2021-05-30 01:33:00
2021-05-30 06:33:00, 4710, 2603, 0.0, 12.8, 157.0, 876.9, -99.0, 164.466, 1.055, 1.000, 0.967, 0.140, 0.5527, 2021-05-30 00:33:00
2021-05-30 05:33:00, 4834, 2584, 0.0, 12.8, 157.0, 876.8, -99.0, 164.090, 1.054, 1.000, 0.969, 0.119, 0.5345, 2021-05-29 23:33:00
2021-05-30 04:33:00, 4773, 2685, 0.0, 12.8, 157.0, 876.9, -99.0, 164.065, 1.055, 1.000, 0.969, 0.128, 0.5625, 2021-05-29 22:33:00
2021-05-30 03:33:00, 4796, 2755, 0.0, 12.9, 157.0, 876.3, -99.0, 164.375, 1.050, 1.000, 0.967, 0.129, 0.5744, 2021-05-29 21:33:00
2021-05-30 02:33:00, 4745, 2661, 0.0, 13.1, 157.0, 876.1, -99.0, 163.709, 1.048, 1.000, 0.971, 0.136, 0.5608, 2021-05-29 20:33:00
2021-05-30 01:33:00, 4648, 2543, 0.0, 13.9, 157.0, 876.0, -99.0, 164.131, 1.047, 1.000, 0.969, 0.155, 0.5471, 2021-05-29 19:33:00
2021-05-30 00:33:00, 4708, 2646, 0.0, 13.9, 157.0, 875.8, -99.0, 164.960, 1.046, 1.000, 0.964, 0.149, 0.5620, 2021-05-29 18:33:00
2021-05-29 23:33:00, 4836, 2710, 0.0, 13.9, 157.0, 875.9, -99.0, 164.402, 1.046, 1.000, 0.967, 0.126, 0.5604, 2021-05-29 17:33:00
2021-05-29 22:33:00, 4795, 2609, 0.0, 13.9, 157.0, 875.9, -99.0, 164.402, 1.046, 1.000, 0.967, 0.132, 0.5441, 2021-05-29 16:33:00
2021-05-29 21:33:00, 4720, 2605, 0.0, 13.9, 157.0, 875.6, -99.0, 163.595, 1.044, 1.000, 0.972, 0.142, 0.5519, 2021-05-29 15:33:00
2021-05-29 20:33:00, 4743, 2632, 0.0, 13.9, 157.0, 875.7, -99.0, 163.998, 1.045, 1.000, 0.969, 0.140, 0.5549, 2021-05-29 14:33:00
2021-05-29 19:33:00, 4818, 2620, 0.0, 13.9, 157.0, 875.4, -99.0, 163.505, 1.042, 1.000, 0.972, 0.128, 0.5438, 2021-05-29 13:33:00
2021-05-29 18:33:00, 4754, 2622, 0.0, 13.9, 157.0, 875.5, -99.0, 163.807, 1.043, 1.000, 0.971, 0.138, 0.5515, 2021-05-29 12:33:00
2021-05-29 17:33:00, 4797, 2680, 0.0, 14.0, 157.0, 875.7, -99.0, 163.516, 1.045, 1.000, 0.972, 0.129, 0.5587, 2021-05-29 11:33:00
2021-05-29 16:33:00, 4761, 2593, 0.0, 14.4, 157.0, 875.6, -99.0, 163.697, 1.044, 1.000, 0.971, 0.136, 0.5446, 2021-05-29 10:33:00
2021-05-29 15:33:00, 4840, 2639, 0.0, 14.5, 157.0, 875.8, -99.0, 163.956, 1.046, 1.000, 0.970, 0.123, 0.5452, 2021-05-29 09:33:00
2021-05-29 14:33:00, 4742, 2725, 0.0, 14.5, 157.0, 875.8, -99.0, 163.736, 1.046, 1.000, 0.971, 0.138, 0.5747, 2021-05-29 08:33:00
2021-05-29 13:33:00, 4739, 2708, 0.0, 14.0, 157.0, 875.7, -99.0, 163.602, 1.045, 1.000, 0.972, 0.138, 0.5714, 2021-05-29 07:33:00
2021-05-29 12:33:00, 4813, 2598, 0.0, 13.1, 157.0, 875.2, -99.0, 163.889, 1.041, 1.000, 0.970, 0.131, 0.5398, 2021-05-29 06:33:00
2021-05-29 11:33:00, 4710, 2682, 0.0, 12.6, 157.0, 874.6, -99.0, 163.965, 1.036, 1.000, 0.970, 0.152, 0.5694, 2021-05-29 05:33:00
2021-05-29 10:33:00, 4899, 2633, 0.0, 12.6, 157.0, 874.5, -99.0, 163.387, 1.035, 1.000, 0.973, 0.120, 0.5375, 2021-05-29 04:33:00
2021-05-29 09:33:00, 4733, 2779, 0.0, 12.7, 157.0, 874.1, -99.0, 163.314, 1.032, 1.000, 0.973, 0.148, 0.5872, 2021-05-29 03:33:00
2021-05-29 08:33:00, 4782, 2724, 0.0, 12.7, 157.0, 874.0, -99.0, 163.433, 1.031, 1.000, 0.973, 0.141, 0.5696, 2021-05-29 02:33:00
2021-05-29 07:33:00, 4827, 2699, 0.0, 12.7, 157.0, 874.0, -99.0, 163.483, 1.031, 1.000, 0.972, 0.134, 0.5591, 2021-05-29 01:33:00
2021-05-29 06:33:00, 4886, 2560, 0.0, 12.8, 157.0, 873.9, -99.0, 163.489, 1.030, 1.000, 0.972, 0.126, 0.5239, 2021-05-29 00:33:00
2021-05-29 05:33:00, 4819, 2729, 0.0, 12.8, 157.0, 873.5, -99.0, 164.042, 1.027, 1.000, 0.969, 0.141, 0.5663, 2021-05-28 23:33:00
2021-05-29 04:33:00, 4734, 2567, 0.0, 12.8, 157.0, 873.3, -99.0, 163.924, 1.026, 1.000, 0.970, 0.156, 0.5422, 2021-05-28 22:33:00
2021-05-29 03:33:00, 4881, 2665, 0.0, 12.9, 157.0, 872.7, -99.0, 163.672, 1.021, 1.000, 0.971, 0.134, 0.5460, 2021-05-28 21:33:00
2021-05-29 02:33:00, 4880, 2793, 0.0, 13.1, 157.0, 872.3, -99.0, 163.585, 1.018, 1.000, 0.972, 0.136, 0.5723, 2021-05-28 20:33:00
2021-05-29 01:33:00, 4881, 2828, 0.0, 13.9, 157.0, 871.1, -99.0, 163.681, 1.009, 1.000, 0.971, 0.143, 0.5794, 2021-05-28 19:33:00
2021-05-29 00:33:00, 4980, 2779, 0.0, 13.9, 157.0, 870.6, -99.0, 164.603, 1.005, 1.000, 0.966, 0.135, 0.5580, 2021-05-28 18:33:00
2021-05-28 23:33:00, 5084, 2749, 0.0, 13.8, 157.0, 870.2, -99.0, 163.993, 1.002, 1.000, 0.969, 0.119, 0.5407, 2021-05-28 17:33:00
2021-05-28 22:33:00, 4894, 2839, 0.0, 13.8, 157.0, 869.6, -99.0, 163.993, 0.997, 1.000, 0.969, 0.153, 0.5801, 2021-05-28 16:33:00
2021-05-28 21:33:00, 4925, 2713, 0.0, 13.9, 157.0, 869.6, -99.0, 163.695, 0.997, 1.000, 0.971, 0.146, 0.5509, 2021-05-28 15:33:00
2021-05-28 20:33:00, 4939, 2648, 0.0, 13.9, 157.0, 869.7, -99.0, 165.241, 0.998, 1.000, 0.962, 0.150, 0.5361, 2021-05-28 14:33:00
2021-05-28 19:33:00, 4888, 2830, 0.0, 13.9, 157.0, 869.9, -99.0, 165.068, 0.999, 1.000, 0.963, 0.157, 0.5790, 2021-05-28 13:33:00
2021-05-28 18:33:00, 4867, 2763, 0.0, 13.9, 157.0, 869.7, -99.0, 164.607, 0.998, 1.000, 0.966, 0.159, 0.5677, 2021-05-28 12:33:00
2021-05-28 17:33:00, 4807, 2762, 0.0, 13.9, 157.0, 869.6, -99.0, 164.457, 0.997, 1.000, 0.967, 0.170, 0.5746, 2021-05-28 11:33:00
2021-05-28 16:33:00, 4715, 2693, 0.0, 14.3, 157.0, 869.6, -99.0, 164.248, 0.997, 1.000, 0.968, 0.187, 0.5712, 2021-05-28 10:33:00
2021-05-28 15:33:00, 4734, 2732, 0.0, 14.3, 157.0, 869.7, -99.0, 164.233, 0.998, 1.000, 0.968, 0.182, 0.5771, 2021-05-28 09:33:00
2021-05-28 14:33:00, 4883, 2646, 0.0, 14.4, 157.0, 870.0, -99.0, 163.342, 1.000, 1.000, 0.973, 0.149, 0.5419, 2021-05-28 08:33:00
2021-05-28 13:33:00, 4687, 2788, 0.0, 13.5, 157.0, 869.5, -99.0, 164.086, 0.996, 1.000, 0.969, 0.192, 0.5948, 2021-05-28 07:33:00
2021-05-28 12:33:00, 4827, 2785, 0.0, 12.8, 157.0, 868.9, -99.0, 164.220, 0.992, 1.000, 0.968, 0.170, 0.5770, 2021-05-28 06:33:00
2021-05-28 11:33:00, 4775, 2792, 0.0, 12.7, 157.0, 868.9, -99.0, 164.420, 0.992, 1.000, 0.967, 0.181, 0.5847, 2021-05-28 05:33:00
2021-05-28 10:33:00, 4796, 2632, 0.0, 12.7, 157.0, 868.5, -99.0, 164.068, 0.989, 1.000, 0.969, 0.177, 0.5488, 2021-05-28 04:33:00
2021-05-28 09:33:00, 4878, 2827, 0.0, 12.7, 157.0, 867.3, -99.0, 163.819, 0.979, 1.000, 0.970, 0.170, 0.5795, 2021-05-28 03:33:00
2021-05-28 08:33:00, 4809, 2787, 0.0, 12.7, 157.0, 867.2, -99.0, 163.919, 0.979, 1.000, 0.970, 0.183, 0.5795, 2021-05-28 02:33:00
2021-05-28 07:33:00, 4747, 2791, 0.0, 12.8, 157.0, 867.1, -99.0, 163.076, 0.978, 1.000, 0.975, 0.192, 0.5880, 2021-05-28 01:33:00
2021-05-28 06:33:00, 4863, 2784, 0.0, 12.8, 157.0, 867.5, -99.0, 163.316, 0.981, 1.000, 0.973, 0.168, 0.5725, 2021-05-28 00:33:00
2021-05-28 05:33:00, 4806, 2738, 0.0, 12.8, 157.0, 867.6, -99.0, 164.071, 0.982, 1.000, 0.969, 0.182, 0.5697, 2021-05-27 23:33:00
2021-05-28 04:33:00, 4835, 2671, 0.0, 12.8, 157.0, 868.3, -99.0, 163.820, 0.987, 1.000, 0.970, 0.171, 0.5524, 2021-05-27 22:33:00
2021-05-28 03:33:00, 4774, 2704, 0.0, 12.9, 157.0, 868.4, -99.0, 162.744, 0.988, 1.000, 0.977, 0.175, 0.5664, 2021-05-27 21:33:00
2021-05-28 02:33:00, 4687, 2723, 0.0, 13.0, 157.0, 868.7, -99.0, 163.260, 0.990, 1.000, 0.974, 0.193, 0.5810, 2021-05-27 20:33:00
2021-05-28 01:33:00, 4791, 2674, 0.0, 13.8, 157.0, 868.5, -99.0, 163.422, 0.989, 1.000, 0.973, 0.175, 0.5581, 2021-05-27 19:33:00
2021-05-28 00:33:00, 4674, 2728, 0.0, 13.8, 157.0, 868.7, -99.0, 163.312, 0.990, 1.000, 0.973, 0.197, 0.5837, 2021-05-27 18:33:00
2021-05-27 23:33:00, 4791, 2654, 0.0, 13.8, 157.0, 869.0, -99.0, 162.236, 0.992, 1.000, 0.980, 0.165, 0.5540, 2021-05-27 17:33:00
2021-05-27 22:33:00, 4779, 2680, 0.0, 13.8, 157.0, 869.4, -99.0, 162.236, 0.995, 1.000, 0.980, 0.165, 0.5608, 2021-05-27 16:33:00
2021-05-27 21:33:00, 4638, 2660, 0.0, 13.8, 157.0, 869.9, -99.0, 162.836, 0.999, 1.000, 0.976, 0.193, 0.5735, 2021-05-27 15:33:00
2021-05-27 20:33:00, 4627, 2740, 0.0, 13.8, 157.0, 870.6, -99.0, 162.483, 1.005, 1.000, 0.978, 0.187, 0.5922, 2021-05-27 14:33:00
2021-05-27 19:33:00, 4777, 2731, 0.0, 13.9, 157.0, 871.3, -99.0, 162.835, 1.010, 1.000, 0.976, 0.156, 0.5717, 2021-05-27 13:33:00
2021-05-27 18:33:00, 4588, 2683, 0.0, 13.9, 157.0, 871.8, -99.0, 162.700, 1.014, 1.000, 0.977, 0.188, 0.5848, 2021-05-27 12:33:00
2021-05-27 17:33:00, 4598, 2752, 0.0, 14.0, 157.0, 872.5, -99.0, 163.307, 1.019, 1.000, 0.974, 0.184, 0.5985, 2021-05-27 11:33:00
2021-05-27 16:33:00, 4595, 2660, 0.0, 14.4, 157.0, 873.0, -99.0, 163.653, 1.023, 1.000, 0.971, 0.184, 0.5789, 2021-05-27 10:33:00
2021-05-27 15:33:00, 4497, 2701, 0.0, 14.5, 157.0, 873.6, -99.0, 164.472, 1.028, 1.000, 0.967, 0.204, 0.6006, 2021-05-27 09:33:00
2021-05-27 14:33:00, 4585, 2756, 0.0, 14.6, 157.0, 873.9, -99.0, 163.970, 1.030, 1.000, 0.970, 0.180, 0.6011, 2021-05-27 08:33:00
2021-05-27 13:33:00, 4472, 2670, 0.0, 14.0, 157.0, 874.2, -99.0, 164.423, 1.033, 1.000, 0.967, 0.205, 0.5970, 2021-05-27 07:33:00
2021-05-27 12:33:00, 4447, 2706, 0.0, 12.8, 157.0, 874.3, -99.0, 164.832, 1.034, 1.000, 0.965, 0.212, 0.6085, 2021-05-27 06:33:00
2021-05-27 11:33:00, 4561, 2609, 0.0, 12.6, 157.0, 874.1, -99.0, 164.250, 1.032, 1.000, 0.968, 0.185, 0.5720, 2021-05-27 05:33:00
2021-05-27 10:33:00, 4472, 2668, 0.0, 12.6, 157.0, 874.3, -99.0, 164.880, 1.034, 1.000, 0.964, 0.207, 0.5966, 2021-05-27 04:33:00
2021-05-27 09:33:00, 4465, 2703, 0.0, 12.7, 157.0, 874.6, -99.0, 164.542, 1.036, 1.000, 0.966, 0.205, 0.6054, 2021-05-27 03:33:00
2021-05-27 08:33:00, 4560, 2603, 0.0, 12.7, 157.0, 874.9, -99.0, 164.544, 1.038, 1.000, 0.966, 0.182, 0.5708, 2021-05-27 02:33:00
2021-05-27 07:33:00, 4455, 2631, 0.0, 12.7, 157.0, 875.2, -99.0, 165.015, 1.041, 1.000, 0.963, 0.205, 0.5906, 2021-05-27 01:33:00
2021-05-27 06:33:00, 4439, 2631, 0.0, 12.8, 157.0, 875.6, -99.0, 163.427, 1.044, 1.000, 0.973, 0.196, 0.5927, 2021-05-27 00:33:00
2021-05-27 05:33:00, 4394, 2712, 0.0, 12.8, 157.0, 875.7, -99.0, 163.962, 1.045, 1.000, 0.970, 0.208, 0.6172, 2021-05-26 23:33:00
2021-05-27 04:33:00, 4535, 2639, 0.0, 12.8, 157.0, 875.7, -99.0, 163.674, 1.045, 1.000, 0.971, 0.176, 0.5819, 2021-05-26 22:33:00
2021-05-27 03:33:00, 4554, 2636, 0.0, 12.8, 157.0, 875.5, -99.0, 164.115, 1.043, 1.000, 0.969, 0.176, 0.5788, 2021-05-26 21:33:00
2021-05-27 02:33:00, 4515, 2615, 0.0, 12.9, 157.0, 875.0, -99.0, 163.146, 1.039, 1.000, 0.974, 0.183, 0.5792, 2021-05-26 20:33:00
2021-05-27 01:33:00, 4508, 2640, 0.0, 13.2, 157.0, 874.7, -99.0, 163.528, 1.037, 1.000, 0.972, 0.188, 0.5856, 2021-05-26 19:33:00
2021-05-27 00:33:00, 4586, 2611, 0.0, 14.1, 157.0, 874.4, -99.0, 162.964, 1.034, 1.000, 0.976, 0.171, 0.5693, 2021-05-26 18:33:00
2021-05-26 23:33:00, 4492, 2619, 0.0, 14.1, 157.0, 874.0, -99.0, 162.797, 1.031, 1.000, 0.977, 0.192, 0.5830, 2021-05-26 17:33:00
2021-05-26 22:33:00, 4573, 2753, 0.0, 14.1, 157.0, 873.8, -99.0, 162.797, 1.030, 1.000, 0.977, 0.176, 0.6020, 2021-05-26 16:33:00
2021-05-26 21:33:00, 4542, 2673, 0.0, 13.2, 157.0, 873.5, -99.0, 162.514, 1.027, 1.000, 0.978, 0.184, 0.5885, 2021-05-26 15:33:00
2021-05-26 20:33:00, 4681, 2766, 0.0, 13.0, 157.0, 872.9, -99.0, 163.228, 1.023, 1.000, 0.974, 0.164, 0.5909, 2021-05-26 14:33:00
2021-05-26 19:33:00, 4647, 2745, 0.0, 14.0, 157.0, 872.0, -99.0, 163.723, 1.016, 1.000, 0.971, 0.180, 0.5907, 2021-05-26 13:33:00
2021-05-26 18:33:00, 4788, 2719, 0.0, 14.0, 157.0, 871.8, -99.0, 164.618, 1.014, 1.000, 0.966, 0.160, 0.5679, 2021-05-26 12:33:00
2021-05-26 17:33:00, 4723, 2694, 0.0, 14.5, 157.0, 871.4, -99.0, 164.058, 1.011, 1.000, 0.969, 0.171, 0.5704, 2021-05-26 11:33:00
2021-05-26 16:33:00, 4674, 2690, 0.0, 14.5, 157.0, 871.8, -99.0, 164.773, 1.014, 1.000, 0.965, 0.182, 0.5755, 2021-05-26 10:33:00
2021-05-26 15:33:00, 4607, 2802, 0.0, 14.5, 157.0, 872.0, -99.0, 164.385, 1.016, 1.000, 0.967, 0.192, 0.6082, 2021-05-26 09:33:00
2021-05-26 14:33:00, 4595, 2680, 0.0, 13.0, 157.0, 872.3, -99.0, 165.477, 1.018, 1.000, 0.961, 0.199, 0.5832, 2021-05-26 08:33:00
2021-05-26 13:33:00, 4806, 2731, 0.0, 12.7, 157.0, 872.4, -99.0, 165.726, 1.019, 1.000, 0.959, 0.158, 0.5682, 2021-05-26 07:33:00
2021-05-26 12:33:00, 4718, 2769, 0.0, 12.6, 157.0, 872.1, -99.0, 166.410, 1.016, 1.000, 0.955, 0.181, 0.5869, 2021-05-26 06:33:00
2021-05-26 11:33:00, 4588, 2697, 0.0, 12.6, 157.0, 872.3, -99.0, 166.492, 1.018, 1.000, 0.955, 0.206, 0.5878, 2021-05-26 05:33:00
